"","viento","direccion","temperatura","humedad"
"6384",7.1,84,10.45,15
"6385",8.7,88,11.95,13
"6386",7.8,85,8.85,14
"6387",7.5,82,8.65,14
"6388",8.9,72,7.55,15
"6389",10.5,76,7.95,17
"6390",9.2,81,8.75,16
"6391",8.9,79,8.35,16
"6392",8.7,81,8.15,16
"6393",10.1,74,9.75,16
"6394",9.2,72,13.75,12
"6395",5.2,59,17.65,9
"6396",2.1,345,21.25,5
"6397",3.6,301,21.15,5
"6398",6.8,288,21.75,5
"6399",7.8,278,21.65,5
"6400",7.3,294,21.65,4
"6401",6.8,275,22.05,4
"6402",5.9,306,21.65,3
"6403",4.4,269,20.85,3
"6404",5.4,210,17.15,9
"6405",1.2,58,14.65,11
"6406",1.3,72,13.25,10
"6407",5.3,104,12.95,9
"6408",6.3,96,11.65,10
"6409",9.3,83,8.15,13
"6410",10.2,94,8.65,13
"6411",8.7,88,9.75,13
"6412",11,77,7.95,13
"6413",11.5,82,5.95,13
"6414",11.9,81,6.25,14
"6415",11.7,84,7.35,13
"6416",10.5,81,6.25,12
"6417",12,76,10.55,7
"6418",11.3,75,13.85,5
"6419",9.2,74,17.05,4
"6420",2.3,14,19.85,3
"6421",3.9,310,21.05,5
"6422",6.1,266,21.35,4
"6423",6.4,297,21.45,3
"6424",7.2,285,21.85,2
"6425",6.2,282,22.05,2
"6426",6.7,286,21.75,1
"6427",5.1,287,20.75,1
"6428",2,279,18.55,1
"6429",3.5,207,14.25,7
"6430",4.7,81,10.45,9
"6431",5.1,102,10.75,8
"6432",8,95,11.25,7
"6433",12.4,83,7.15,7
"6434",10.4,80,7.15,9
"6435",10.2,78,9.35,5
"6436",10.7,74,10.55,3
"6437",8.9,77,8.35,3
"6438",8.5,87,7.55,2
"6439",9.6,88,5.45,3
"6440",10.1,82,5.25,3
"6441",10.2,68,8.35,2
"6442",9.9,75,13.55,1
"6443",7.9,68,17.65,1
"6444",4.9,280,20.05,1
"6445",6.3,286,19.85,3
"6446",7.8,284,20.85,5
"6447",9.6,280,21.95,3
"6448",7.1,274,21.95,4
"6449",7.2,264,21.85,6
"6450",8,272,21.95,7
"6451",6.7,280,20.75,7
"6452",3.2,265,19.35,7
"6453",2.6,192,16.15,8
"6454",1.2,357,14.95,7
"6455",4.5,94,12.95,8
"6456",9.3,82,10.05,10
"6457",10.5,76,10.55,10
"6458",10.9,80,11.85,11
"6459",8.2,71,13.15,11
"6460",5.6,79,10.25,13
"6461",8.5,80,8.05,16
"6462",8.3,81,7.45,17
"6463",7,95,7.65,18
"6464",8.7,94,6.15,19
"6465",9,84,7.25,18
"6466",9,61,11.95,14
"6467",8.3,64,16.35,9
"6468",2.9,36,19.55,6
"6469",5,276,21.35,4
"6470",7.3,280,20.35,6
"6471",8,291,21.15,7
"6472",7.5,295,21.05,8
"6473",7.3,289,21.15,7
"6474",6.6,297,20.75,6
"6475",4.4,301,19.75,6
"6476",3.3,209,17.45,5
"6477",3.9,179,14.55,6
"6478",1.9,79,14.95,6
"6479",5.6,89,11.15,7
"6480",7.5,84,9.85,8
"6481",7.7,88,10.95,9
"6482",10,81,8.15,10
"6483",8.8,77,9.05,10
"6484",7.8,84,9.25,11
"6485",8.8,78,9.15,12
"6486",10,74,9.15,13
"6487",10.1,77,8.75,14
"6488",9.2,80,10.25,13
"6489",10,73,10.25,14
"6490",9.4,72,15.55,12
"6491",3.7,59,19.25,10
"6492",4.4,287,20.55,9
"6493",8.2,267,20.75,7
"6494",7.3,278,21.15,8
"6495",7,277,21.45,11
"6496",7,273,21.95,7
"6497",7.3,281,21.85,8
"6498",4.9,287,21.85,7
"6499",2.4,255,21.15,9
"6500",5.2,242,18.65,12
"6501",4.1,167,15.65,16
"6502",3.3,190,15.05,16
"6503",6,125,12.05,19
"6504",6.1,87,11.05,19
"6505",9.5,79,9.15,20
"6506",9.2,82,10.45,19
"6507",9.4,80,9.95,19
"6508",6.8,83,9.15,19
"6509",7.1,91,7.45,19
"6510",8.2,87,6.45,21
"6511",8.9,91,5.75,20
"6512",11.1,72,6.45,20
"6513",9.3,74,10.85,16
"6514",9.8,72,12.35,14
"6515",7.7,67,15.85,11
"6516",1.1,300,19.75,13
"6517",2.1,309,21.05,11
"6518",5.2,283,21.55,11
"6519",6.7,291,21.85,11
"6520",6.5,286,22.05,10
"6521",8.4,287,22.05,10
"6522",5.6,281,22.15,11
"6523",8.4,244,20.35,14
"6524",5.7,249,17.75,17
"6525",4.5,232,15.45,19
"6526",1.2,328,14.35,22
"6527",1.4,67,13.05,22
"6528",3.2,92,11.95,24
"6529",5.8,88,9.75,26
"6530",8.5,83,9.65,27
"6531",5.3,101,9.05,27
"6532",8.5,93,7.95,29
"6533",7.6,75,7.45,29
"6534",8.6,73,7.45,29
"6535",9.3,64,7.05,30
"6536",9,83,5.45,33
"6537",10.2,72,8.75,28
"6538",10.7,74,13.75,22
"6539",7.7,62,17.05,18
"6540",5.8,62,19.15,16
"6541",2.4,314,20.95,16
"6542",6.6,309,21.85,18
"6543",7,310,22.65,18
"6544",6.1,319,22.35,16
"6545",6.1,310,22.35,18
"6546",7.3,288,22.15,19
"6547",6.3,285,21.35,20
"6548",3.9,287,20.05,22
"6549",4.8,222,17.85,19
"6550",3,191,15.85,21
"6551",2.2,98,14.75,22
"6552",4.8,98,13.65,24
"6553",4.2,92,15.45,24
"6554",5.5,83,12.95,28
"6555",9,83,11.95,32
"6556",9.3,83,10.25,33
"6557",10.4,83,10.45,34
"6558",9.9,76,10.15,36
"6559",9.4,75,12.05,33
"6560",8.5,72,11.65,34
"6561",9.1,71,13.55,32
"6562",8.1,74,17.55,26
"6563",1.6,27,20.75,23
"6564",3.6,282,22.35,21
"6565",7.4,294,22.55,21
"6566",7.7,301,23.65,19
"6567",9,302,24.25,18
"6568",8.3,295,24.05,17
"6569",7.5,318,23.95,16
"6570",6.9,296,23.55,14
"6571",4.7,308,22.65,14
"6572",4.7,226,20.05,17
"6573",3.7,187,17.45,21
"6574",2.6,79,15.25,22
"6575",1.5,194,16.15,22
"6576",5.5,94,16.95,20
"6577",7.9,88,11.75,27
"6578",9.7,84,11.85,27
"6579",9.2,79,12.35,28
"6580",6.4,89,12.95,27
"6581",9.2,75,11.35,30
"6582",11.1,78,11.05,30
"6583",10.1,82,11.25,30
"6584",10.9,80,12.35,28
"6585",10.1,78,15.15,23
"6586",10.9,77,18.15,17
"6587",8.5,72,20.45,15
"6588",1.7,323,22.45,13
"6589",4.5,313,22.95,13
"6590",7.2,264,24.35,11
"6591",7.7,287,24.05,9
"6592",7.6,282,24.15,7
"6593",7.8,269,24.15,8
"6594",6.2,309,23.65,11
"6595",7.2,265,22.45,9
"6596",4.8,225,19.75,8
"6597",1.3,74,16.85,8
"6598",1.6,145,16.35,9
"6599",5.1,99,12.25,11
"6600",7.2,89,11.95,11
"6601",9,82,10.85,14
"6602",11.5,85,9.95,14
"6603",9.1,80,10.25,14
"6604",8.8,75,12.55,14
"6605",10,78,10.15,17
"6606",12.4,82,10.35,17
"6607",12.1,83,11.15,14
"6608",11.5,79,9.25,18
"6609",13.8,83,12.55,11
"6610",11.5,76,16.15,9
"6611",8.7,67,19.35,8
"6612",2.2,218,22.55,10
"6613",3.6,275,22.95,10
"6614",4.5,285,23.85,10
"6615",6.7,264,23.85,8
"6616",5.7,273,24.75,6
"6617",6.7,282,24.85,5
"6618",6.1,288,24.45,6
"6619",7.9,279,23.65,7
"6620",5.9,257,19.75,8
"6621",1.7,318,18.05,10
"6622",2,93,15.45,11
"6623",3.8,91,13.85,12
"6624",4.7,88,13.95,12
"6625",6,90,11.15,14
"6626",6.2,98,8.65,18
"6627",8.7,82,8.35,18
"6628",10.3,80,8.45,16
"6629",10.2,80,8.55,17
"6630",9.5,78,9.75,16
"6631",12.3,84,10.65,15
"6632",9.6,84,8.85,16
"6633",9.8,66,11.75,14
"6634",11.2,75,15.35,10
"6635",6.7,56,18.65,9
"6636",2.3,278,21.75,7
"6637",3.3,296,22.75,9
"6638",7,282,22.85,11
"6639",6,276,23.25,11
"6640",7.1,288,23.45,11
"6641",9,292,23.35,12
"6642",7.4,289,21.75,14
"6643",5.3,298,20.95,15
"6644",2.1,302,19.65,12
"6645",2,159,16.95,18
"6646",3.2,193,16.95,18
"6647",3.8,184,15.05,22
"6648",3.7,175,14.85,23
"6649",3.3,207,14.25,25
"6650",3.5,171,13.25,28
"6651",5,137,13.25,28
"6652",8.7,82,8.35,27
"6653",9.1,85,7.65,26
"6654",10.7,79,8.65,25
"6655",11,83,10.15,28
"6656",6.8,72,8.45,29
"6657",2.6,94,13.15,23
"6658",1.5,37,16.55,19
"6659",1.9,48,18.15,14
"6660",1.9,344,20.55,12
"6661",5.1,269,20.65,12
"6662",5.9,285,21.65,14
"6663",7.8,266,21.85,16
"6664",8.3,278,22.25,16
"6665",5.7,293,22.55,14
"6666",5.7,280,22.35,13
"6667",6.8,267,21.95,14
"6668",5.2,232,18.85,13
"6669",3.8,171,16.35,15
"6670",3.3,87,14.65,15
"6671",6.2,104,13.45,17
"6672",8.3,85,13.15,18
"6673",9.2,82,10.85,20
"6674",10.5,83,12.65,21
"6675",7.8,83,14.05,20
"6676",8.5,77,10.65,25
"6677",10.4,75,10.95,25
"6678",9.6,79,10.05,26
"6679",10.2,81,10.35,25
"6680",8.5,80,10.25,25
"6681",9.8,76,14.55,19
"6682",8.2,70,17.55,15
"6683",2.9,49,20.45,12
"6684",5,288,21.75,11
"6685",5.7,278,21.15,13
"6686",6.6,277,21.75,13
"6687",7.1,275,22.05,13
"6688",7.8,283,22.85,12
"6689",7.9,287,22.75,12
"6690",7.1,295,22.05,13
"6691",8.8,251,20.45,14
"6692",4.8,227,18.15,15
"6693",2.8,189,16.05,15
"6694",2.5,81,14.45,16
"6695",5.3,100,12.35,17
"6696",5.5,93,11.45,19
"6697",7.4,84,9.75,22
"6698",9.2,78,10.75,21
"6699",11.1,74,11.25,22
"6700",9.4,82,13.45,20
"6701",9,81,11.25,22
"6702",10.5,82,11.55,21
"6703",10.6,81,8.85,24
"6704",11.2,77,7.95,26
"6705",12,73,10.65,21
"6706",11.8,75,16.15,15
"6707",10.1,74,18.45,12
"6708",6.5,63,21.05,10
"6709",2.9,284,23.25,7
"6710",2.9,307,23.55,6
"6711",4.1,278,24.25,5
"6712",5,282,24.85,4
"6713",5.1,287,25.25,3
"6714",4.9,266,24.55,3
"6715",4.3,300,23.85,3
"6716",5.2,237,21.95,3
"6717",5.5,174,18.15,12
"6718",3.5,93,15.85,12
"6719",7.3,91,14.75,10
"6720",11.6,79,12.75,12
"6721",10.9,80,12.95,12
"6722",8,81,14.25,9
"6723",8.9,76,12.35,9
"6724",10,81,13.05,8
"6725",8.4,73,13.45,7
"6726",11.8,84,13.15,7
"6727",9.1,84,8.75,9
"6728",14.4,81,12.85,6
"6729",12.2,79,11.85,6
"6730",12,74,17.15,4
"6731",10.8,78,21.15,2
"6732",2.2,58,23.95,2
"6733",3.7,276,25.65,1
"6734",5.1,296,25.95,1
"6735",6.5,294,26.55,1
"6736",6.5,285,26.65,1
"6737",5.5,299,26.85,1
"6738",4.7,292,26.15,1
"6739",3.7,304,25.45,1
"6740",5.7,212,21.55,7
"6741",3.2,85,18.95,9
"6742",1.7,48,18.35,9
"6743",5.8,102,14.85,10
"6744",8.9,88,11.55,8
"6745",10.2,80,14.65,9
"6746",9.7,81,13.55,10
"6747",10.5,78,12.65,9
"6748",9.1,81,13.15,7
"6749",10.1,77,13.65,6
"6750",11.3,80,10.55,5
"6751",12.5,82,8.65,6
"6752",11.8,80,10.35,5
"6753",12.1,74,14.25,4
"6754",12.4,72,17.15,3
"6755",9.4,71,22.05,2
"6756",2.3,65,25.45,2
"6757",5.2,284,25.95,2
"6758",6.6,284,26.65,2
"6759",6.3,269,26.95,2
"6760",5.8,278,27.25,1
"6761",6.4,269,27.35,1
"6762",6.1,290,26.85,1
"6763",6.9,235,26.15,1
"6764",5.1,215,21.85,6
"6765",2,284,20.25,5
"6766",1.2,77,17.95,6
"6767",5.3,94,16.45,7
"6768",9,84,13.45,8
"6769",8.9,91,11.35,8
"6770",7.8,87,13.55,8
"6771",7.7,94,10.55,9
"6772",8.6,95,10.35,10
"6773",9.5,82,10.55,9
"6774",10.6,84,11.95,8
"6775",10.7,80,9.55,9
"6776",10.9,84,10.65,8
"6777",11,76,14.25,7
"6778",9.4,73,18.85,5
"6779",8.7,70,21.45,4
"6780",2.6,349,25.35,3
"6781",6.4,287,24.35,3
"6782",7.1,275,24.95,3
"6783",7,278,24.95,4
"6784",5.9,299,25.25,3
"6785",5.9,280,25.05,3
"6786",4.8,290,23.95,4
"6787",8.7,262,22.65,8
"6788",4.4,275,20.35,11
"6789",2.4,296,17.45,22
"6790",0.8,351,15.55,24
"6791",5.4,87,13.05,26
"6792",9.6,83,11.35,19
"6793",9.1,90,15.35,12
"6794",7.4,84,15.15,13
"6795",9,77,11.35,18
"6796",12.3,71,11.75,16
"6797",10.3,78,10.85,12
"6798",9.7,78,9.15,11
"6799",11.1,79,11.25,10
"6800",10.7,81,11.85,8
"6801",11.2,79,14.75,7
"6802",9.6,79,18.25,5
"6803",4.8,49,21.05,4
"6804",1.8,269,23.35,5
"6805",4.5,279,23.55,4
"6806",5,295,24.25,2
"6807",6.2,274,24.45,2
"6808",6.9,277,24.95,2
"6809",6.5,270,24.95,2
"6810",6.7,283,24.25,3
"6811",5.8,281,23.35,3
"6812",5.3,263,20.35,8
"6813",4.1,283,17.25,13
"6814",1.5,33,14.75,15
"6815",4.8,93,13.55,16
"6816",6.5,87,11.65,15
"6817",8.8,82,13.05,11
"6818",7.5,79,12.15,11
"6819",7.8,82,10.85,14
"6820",9.7,73,9.75,14
"6821",11,78,10.95,11
"6822",12,76,9.85,12
"6823",11.4,79,10.05,10
"6824",11.1,81,10.65,9
"6825",11.8,77,13.55,7
"6826",10.3,73,17.65,5
"6827",6.2,65,21.25,4
"6828",4,306,23.65,2
"6829",6.4,278,24.05,3
"6830",7.4,268,23.75,5
"6831",9.1,279,24.35,5
"6832",8.4,285,24.35,5
"6833",7.6,292,23.75,4
"6834",7.5,278,22.95,4
"6835",5,286,21.95,5
"6836",5.9,255,19.55,8
"6837",3,163,15.85,16
"6838",3.2,192,15.85,14
"6839",4.8,154,16.35,10
"6840",3,171,16.85,9
"6841",6.7,97,12.55,12
"6842",6.6,101,10.95,10
"6843",6.6,88,9.15,11
"6844",7.7,79,8.55,12
"6845",4.4,55,9.05,12
"6846",8.2,72,8.35,13
"6847",8.4,77,9.55,11
"6848",7.9,86,10.05,10
"6849",7.9,86,11.75,9
"6850",3.7,68,16.35,8
"6851",5.3,277,18.15,13
"6852",8.6,273,18.65,18
"6853",9,281,18.85,19
"6854",10,284,19.55,18
"6855",8,285,20.55,16
"6856",10.5,287,20.15,18
"6857",13,286,18.35,21
"6858",10,287,16.95,27
"6859",9.8,287,15.45,30
"6860",5.1,291,13.95,21
"6861",2.7,256,12.65,22
"6862",4.1,181,11.35,25
"6863",1.4,138,11.45,28
"6864",2.5,113,11.95,30
"6865",6.7,82,9.75,33
"6866",2.8,39,9.45,33
"6867",6.3,81,9.45,33
"6868",5.1,95,11.15,31
"6869",2.6,85,9.85,33
"6870",1.4,84,10.95,36
"6871",3.3,202,9.65,42
"6872",3.3,296,11.15,50
"6873",5,319,13.45,48
"6874",5.5,278,14.45,47
"6875",5.3,281,14.25,50
"6876",8,282,16.75,45
"6877",7.4,279,16.95,45
"6878",8.5,289,18.15,36
"6879",10.8,286,18.15,36
"6880",7.7,305,18.75,37
"6881",9.1,279,18.25,41
"6882",7.7,281,17.35,44
"6883",6,284,16.35,48
"6884",3.4,249,14.65,47
"6885",1.9,221,13.15,51
"6886",2.7,199,11.65,53
"6887",0.3,164,11.45,55
"6888",5.4,97,9.15,58
"6889",5.3,88,9.85,62
"6890",8.2,83,9.35,63
"6891",7.2,84,8.35,65
"6892",8.8,83,7.65,66
"6893",8.9,83,8.15,62
"6894",8.8,77,8.75,48
"6895",8.7,81,8.75,39
"6896",9.5,82,8.65,35
"6897",7.8,78,11.55,29
"6898",6.4,72,15.55,22
"6899",1.6,324,20.35,16
"6900",3.6,276,21.05,16
"6901",6.8,291,22.05,18
"6902",8.5,281,22.25,16
"6903",7.8,295,23.15,17
"6904",8.9,297,23.55,13
"6905",8.9,296,23.15,13
"6906",7.9,290,22.55,15
"6907",7.4,268,21.75,14
"6908",5.2,263,19.75,14
"6909",1.1,193,17.65,15
"6910",3.3,90,15.05,17
"6911",5.9,97,14.15,18
"6912",9,84,13.15,21
"6913",9.6,83,12.05,24
"6914",11.4,80,11.95,25
"6915",9.9,81,11.05,27
"6916",10.3,82,10.85,26
"6917",10.2,79,10.25,27
"6918",10.4,85,9.85,28
"6919",9.2,86,12.25,24
"6920",9.5,85,11.55,23
"6921",12.3,82,13.25,19
"6922",10.9,78,14.85,19
"6923",4.5,69,19.65,15
"6924",3,279,22.55,13
"6925",5.1,298,23.25,10
"6926",4.9,295,23.55,11
"6927",6.4,291,23.85,10
"6928",5.9,291,24.05,9
"6929",5.6,283,24.65,8
"6930",5.8,283,24.15,7
"6931",8.6,237,21.85,11
"6932",5.3,229,18.65,12
"6933",4.1,211,16.65,11
"6934",2.2,111,14.95,15
"6935",2.8,88,15.25,14
"6936",5.6,102,11.85,17
"6937",6.5,92,12.15,18
"6938",8.8,83,10.05,21
"6939",9.1,81,9.65,21
"6940",7.9,89,8.85,22
"6941",8.5,91,7.55,24
"6942",10.8,80,8.85,23
"6943",9.6,71,9.55,22
"6944",9.2,85,7.85,24
"6945",12.4,86,12.75,19
"6946",9.3,64,17.15,14
"6947",1.5,322,19.85,14
"6948",4.1,290,21.05,15
"6949",5.2,268,21.45,14
"6950",6.1,266,21.95,14
"6951",7.6,280,23.25,13
"6952",8.3,294,23.45,12
"6953",7.2,274,23.45,10
"6954",7,268,23.75,10
"6955",9,246,20.85,14
"6956",7.5,216,18.65,14
"6957",2.3,283,16.55,15
"6958",1.9,66,14.75,15
"6959",4.8,90,13.65,17
"6960",6.4,84,12.25,19
"6961",8.8,81,10.85,22
"6962",9.1,82,11.65,22
"6963",7,85,12.05,22
"6964",7.3,81,10.35,24
"6965",6.4,81,9.75,24
"6966",5.9,89,9.35,24
"6967",7.4,87,9.25,24
"6968",8.9,83,9.55,25
"6969",7.5,77,12.05,22
"6970",7.6,75,15.85,18
"6971",2,56,19.05,17
"6972",3.8,249,19.45,18
"6973",5.2,289,20.45,17
"6974",5.2,296,19.85,17
"6975",4.6,287,19.85,18
"6976",4.6,278,19.75,18
"6977",4.6,276,19.45,17
"6978",4.8,283,19.25,16
"6979",3,238,19.25,16
"6980",5.3,207,16.95,18
"6981",2.2,322,15.95,21
"6982",2.1,295,14.15,27
"6983",4.4,99,13.35,26
"6984",3.4,94,13.75,27
"6985",4.9,93,13.95,26
"6986",5.9,91,14.25,25
"6987",5.9,83,14.55,23
"6988",1.1,13,11.25,32
"6989",0.8,214,11.35,31
"6990",2.6,196,10.55,32
"6991",3.7,179,10.05,32
"6992",2,158,11.65,30
"6993",3.3,130,12.65,28
"6994",1.4,76,16.05,22
"6995",2.9,298,17.15,20
"6996",5.8,288,18.05,20
"6997",7.6,291,18.55,19
"6998",6.3,293,19.35,19
"6999",8.4,287,19.75,18
"7000",9.7,284,20.75,16
"7001",8.5,294,20.75,16
"7002",7.2,296,19.95,15
"7003",7.2,283,19.25,17
"7004",6.8,243,16.85,19
"7005",3.6,210,14.25,19
"7006",3,166,12.85,22
"7007",1.7,113,12.65,24
"7008",4.1,103,13.25,24
"7009",5.7,90,9.05,29
"7010",7.7,85,8.65,31
"7011",8.6,80,7.75,33
"7012",9.8,82,8.55,31
"7013",8.6,77,7.95,31
"7014",9.3,67,8.45,30
"7015",9.7,77,8.85,25
"7016",10.8,78,6.55,26
"7017",10.6,77,10.95,17
"7018",9.1,74,14.95,10
"7019",3.4,70,18.65,8
"7020",4,292,20.05,14
"7021",6.9,273,20.25,17
"7022",9.7,277,20.75,15
"7023",7.8,289,21.75,10
"7024",7.6,298,22.05,8
"7025",8.5,304,22.05,7
"7026",6.7,302,21.75,8
"7027",8.4,259,20.55,10
"7028",4.1,230,17.75,13
"7029",2.5,187,15.95,15
"7030",5,93,13.75,13
"7031",7.4,92,12.15,16
"7032",10.7,82,11.15,21
"7033",9,91,12.75,19
"7034",8.9,92,13.35,18
"7035",8.4,79,10.05,19
"7036",10.8,79,8.85,17
"7037",10.1,78,9.05,16
"7038",13,80,10.25,12
"7039",12.3,80,9.85,12
"7040",13,85,10.75,10
"7041",13.3,82,13.55,9
"7042",11.9,79,16.25,7
"7043",7.7,75,20.05,5
"7044",1.5,273,21.85,4
"7045",3.8,308,23.25,3
"7046",4.1,320,23.95,4
"7047",5.6,274,23.85,3
"7048",4.8,288,24.45,3
"7049",5.3,274,24.35,3
"7050",5.8,282,24.25,3
"7051",5.1,282,23.45,3
"7052",6.1,224,20.55,7
"7053",1.3,311,17.95,8
"7054",1.1,2,17.15,10
"7055",5.2,100,14.35,11
"7056",8.2,85,11.85,11
"7057",8.7,90,10.65,11
"7058",9,84,10.65,12
"7059",8.1,79,9.85,12
"7060",9.6,82,9.65,11
"7061",10.2,81,11.05,10
"7062",9.6,73,10.75,9
"7063",9.3,75,9.25,10
"7064",9,78,11.45,9
"7065",9.8,66,13.55,7
"7066",9,57,16.45,6
"7067",7.6,61,20.05,4
"7068",4.6,303,21.75,5
"7069",5.2,295,22.25,5
"7070",6.3,285,23.15,6
"7071",6.3,284,23.55,5
"7072",6.5,294,24.25,5
"7073",6.3,293,24.35,5
"7074",5.7,306,23.65,5
"7075",8.5,261,22.05,6
"7076",4.4,231,18.65,6
"7077",3.4,205,16.15,9
"7078",1.2,227,15.05,9
"7079",1.4,89,14.15,9
"7080",5.8,96,11.25,9
"7081",8.1,88,9.75,12
"7082",8.9,88,10.05,12
"7083",9.2,89,7.55,14
"7084",8.3,85,9.45,14
"7085",8.7,80,9.35,13
"7086",8.9,77,9.65,13
"7087",10.6,79,6.95,14
"7088",11.8,77,7.05,15
"7089",13,76,12.05,10
"7090",11.8,77,15.55,8
"7091",7.4,64,19.05,6
"7092",2.9,320,21.45,8
"7093",5,282,21.75,9
"7094",7.9,271,21.95,9
"7095",8.6,287,22.55,9
"7096",9.4,289,22.55,8
"7097",9.9,289,21.85,8
"7098",9.6,290,20.55,10
"7099",8.4,289,18.85,7
"7100",5,298,17.15,7
"7101",4.2,271,14.35,2
"7102",1.3,210,12.55,2
"7103",3.2,185,12.45,2
"7104",5.6,151,11.45,6
"7105",3.3,186,13.05,10
"7106",5.4,90,9.15,10
"7107",6.7,94,8.35,10
"7108",5.8,103,7.15,13
"7109",6.3,93,6.35,14
"7110",9.1,86,4.25,18
"7111",9.6,87,4.85,19
"7112",9,87,5.15,21
"7113",8.8,80,10.15,14
"7114",6.4,76,14.65,12
"7115",2.6,255,18.25,14
"7116",5.9,289,19.15,16
"7117",7.5,280,19.25,17
"7118",7.1,296,19.95,16
"7119",7.2,304,20.25,14
"7120",8.6,295,21.35,11
"7121",9.4,284,20.55,13
"7122",8.2,282,19.85,13
"7123",5.1,301,18.95,16
"7124",2.7,318,17.45,19
"7125",1.6,65,16.05,21
"7126",3.2,115,15.35,23
"7127",3.5,83,13.55,24
"7128",7.7,79,10.45,26
"7129",7.6,90,11.25,26
"7130",10.2,85,10.75,23
"7131",11.6,84,8.35,22
"7132",11.4,73,7.95,22
"7133",10.4,81,8.85,20
"7134",10.2,79,10.75,20
"7135",10.3,79,8.55,21
"7136",9.9,81,8.35,21
"7137",10.2,74,12.45,17
"7138",6.1,71,17.55,11
"7139",5.7,295,19.75,9
"7140",7.5,274,20.25,7
"7141",6.8,282,21.05,7
"7142",7.3,274,21.65,6
"7143",7.3,282,22.15,5
"7144",8.8,285,22.75,6
"7145",8.7,273,22.65,8
"7146",7.2,291,22.65,8
"7147",7.3,283,21.55,8
"7148",6,281,19.15,8
"7149",1.6,189,16.45,10
"7150",2.3,95,14.95,9
"7151",4.4,86,13.05,12
"7152",5.6,88,11.15,13
"7153",9,84,10.85,14
"7154",10.6,82,8.65,17
"7155",11.4,81,9.85,16
"7156",10.9,83,7.95,18
"7157",10,82,8.85,18
"7158",9.4,76,8.45,19
"7159",11,81,8.35,18
"7160",8.4,80,9.15,17
"7161",10.2,70,13.05,13
"7162",9,72,16.55,10
"7163",2.6,308,20.15,9
"7164",4.1,294,20.65,9
"7165",6.5,291,21.55,7
"7166",8.7,285,22.55,7
"7167",7.4,302,23.05,6
"7168",7.5,300,22.95,6
"7169",8.4,290,22.85,6
"7170",5.9,318,22.85,7
"7171",5.2,294,22.05,7
"7172",5.5,249,19.85,6
"7173",4.2,197,16.25,9
"7174",1,328,15.35,12
"7175",1.7,87,14.65,12
"7176",4.8,106,12.95,13
"7177",6.6,96,9.75,14
"7178",6.3,98,9.35,16
"7179",6.9,102,9.75,16
"7180",9.1,82,8.35,16
"7181",9.4,84,8.35,18
"7182",9.7,83,7.55,19
"7183",9.5,84,7.65,20
"7184",9.2,85,8.35,20
"7185",9.3,74,12.95,15
"7186",7.6,70,16.85,12
"7187",2.3,360,20.55,12
"7188",3.5,288,22.35,10
"7189",5.7,293,22.85,9
"7190",7.5,278,23.35,9
"7191",8.9,282,23.85,10
"7192",8,300,24.25,10
"7193",7.9,301,24.05,10
"7194",8.3,286,23.85,7
"7195",6.4,293,22.75,7
"7196",5.6,261,20.65,5
"7197",2.2,217,17.95,4
"7198",2.6,140,17.65,4
"7199",4.2,126,17.55,7
"7200",4.2,107,16.85,10
"7201",9.4,87,13.25,11
"7202",8.2,80,11.65,14
"7203",10.9,84,10.85,16
"7204",9.9,80,12.45,18
"7205",9.9,77,10.55,20
"7206",11,83,11.45,19
"7207",12.9,84,12.05,16
"7208",11.4,83,9.95,20
"7209",12.1,77,13.65,17
"7210",10.5,67,17.75,10
"7211",4.9,65,21.25,11
"7212",3.9,312,23.55,11
"7213",7,290,23.95,6
"7214",7.2,283,24.15,6
"7215",8.1,279,24.35,5
"7216",7.5,285,24.05,6
"7217",6.5,300,24.05,6
"7218",6,285,23.85,7
"7219",6.1,285,23.05,8
"7220",5.2,236,20.45,5
"7221",4.6,214,17.75,6
"7222",1.2,64,16.05,7
"7223",4.6,97,14.65,7
"7224",3.2,93,15.05,8
"7225",5,86,10.65,11
"7226",4.7,100,8.85,14
"7227",8.1,92,8.85,15
"7228",7.1,93,8.55,15
"7229",8.7,94,7.85,17
"7230",10.9,82,7.55,18
"7231",9.9,78,9.35,18
"7232",10.6,78,11.05,15
"7233",10.6,76,14.25,11
"7234",9,65,15.85,10
"7235",7.3,62,20.15,8
"7236",5.7,289,22.75,9
"7237",8,273,22.75,10
"7238",7.9,272,23.25,9
"7239",8.7,288,24.05,8
"7240",7.3,308,24.05,7
"7241",7.7,287,24.05,8
"7242",7,285,23.75,7
"7243",5.8,267,22.85,8
"7244",4.7,253,20.25,5
"7245",2.8,166,17.25,4
"7246",2.2,74,15.55,8
"7247",3.3,89,14.75,6
"7248",4.2,90,14.95,7
"7249",7,90,12.65,10
"7250",7.6,101,12.65,13
"7251",2.8,44,9.35,15
"7252",8.3,97,8.65,18
"7253",9.4,103,8.75,18
"7254",9.9,95,10.15,19
"7255",10.5,89,9.05,20
"7256",10.6,78,11.15,20
"7257",10.8,71,14.45,15
"7258",8.7,66,17.95,12
"7259",3.1,49,21.15,10
"7260",3.8,277,22.45,12
"7261",7.6,285,22.85,12
"7262",6.3,269,23.25,11
"7263",6.9,276,23.65,9
"7264",7.9,286,24.25,8
"7265",8.6,279,24.05,7
"7266",8.1,287,23.65,8
"7267",8.2,285,22.95,9
"7268",4.9,271,20.05,6
